ts_code,trade_time,open,close,high,low,vol,amount,oi
CU1811.SHF,2018-10-18 23:26:00,50260.0,50280.0,50300.0,50250.0,322.0,80958800.0,
CU1811.SHF,2018-10-18 23:27:00,50280.0,50270.0,50290.0,50270.0,170.0,42737900.0,
CU1811.SHF,2018-10-18 23:28:00,50300.0,50290.0,50300.0,50270.0,142.0,35699400.0,
CU1811.SHF,2018-10-18 23:29:00,50290.0,50300.0,50320.0,50290.0,250.0,62881900.0,
CU1811.SHF,2018-10-18 23:30:00,50300.0,50290.0,50310.0,50280.0,118.0,29674300.0,
CU1811.SHF,2018-10-18 23:31:00,50290.0,50300.0,50310.0,50280.0,140.0,35210700.0,
CU1811.SHF,2018-10-18 23:32:00,50300.0,50300.0,50310.0,50300.0,60.0,15090500.0,
CU1811.SHF,2018-10-18 23:33:00,50300.0,50310.0,50310.0,50300.0,62.0,15594900.0,
CU1811.SHF,2018-10-18 23:34:00,50310.0,50270.0,50310.0,50260.0,162.0,40722700.0,
CU1811.SHF,2018-10-18 23:35:00,50270.0,50250.0,50280.0,50220.0,358.0,89941700.0,
CU1811.SHF,2018-10-18 23:36:00,50250.0,50260.0,50260.0,50240.0,158.0,39698900.0,
CU1811.SHF,2018-10-18 23:37:00,50250.0,50260.0,50260.0,50250.0,18.0,4523000.0,
CU1811.SHF,2018-10-18 23:38:00,50260.0,50260.0,50260.0,50250.0,70.0,17590900.0,
CU1811.SHF,2018-10-18 23:39:00,50260.0,50260.0,50270.0,50250.0,126.0,31665600.0,
CU1811.SHF,2018-10-18 23:40:00,50260.0,50280.0,50280.0,50250.0,242.0,60827800.0,
CU1811.SHF,2018-10-18 23:41:00,50280.0,50250.0,50280.0,50250.0,110.0,27647500.0,
CU1811.SHF,2018-10-18 23:42:00,50250.0,50260.0,50270.0,50240.0,210.0,52772000.0,
CU1811.SHF,2018-10-18 23:43:00,50260.0,50300.0,50310.0,50260.0,286.0,71907000.0,
CU1811.SHF,2018-10-18 23:44:00,50300.0,50260.0,50300.0,50260.0,150.0,37707100.0,
CU1811.SHF,2018-10-18 23:45:00,50260.0,50250.0,50260.0,50240.0,72.0,18089000.0,
CU1811.SHF,2018-10-18 23:46:00,50250.0,50240.0,50260.0,50240.0,104.0,26128000.0,
CU1811.SHF,2018-10-18 23:47:00,50240.0,50250.0,50250.0,50240.0,164.0,41201200.0,
CU1811.SHF,2018-10-18 23:48:00,50250.0,50260.0,50270.0,50250.0,70.0,17590400.0,
CU1811.SHF,2018-10-18 23:49:00,50270.0,50260.0,50270.0,50260.0,50.0,12565500.0,
CU1811.SHF,2018-10-18 23:50:00,50260.0,50270.0,50270.0,50260.0,20.0,5026100.0,
CU1811.SHF,2018-10-18 23:51:00,50270.0,50250.0,50270.0,50250.0,42.0,10553300.0,
CU1811.SHF,2018-10-18 23:52:00,50250.0,50250.0,50260.0,50230.0,94.0,23613400.0,
CU1811.SHF,2018-10-18 23:53:00,50250.0,50260.0,50260.0,50250.0,74.0,18593800.0,
CU1811.SHF,2018-10-18 23:54:00,50260.0,50250.0,50260.0,50250.0,12.0,3015200.0,
CU1811.SHF,2018-10-18 23:55:00,50250.0,50260.0,50260.0,50240.0,38.0,9546500.0,
CU1811.SHF,2018-10-18 23:56:00,50260.0,50250.0,50260.0,50240.0,18.0,4521900.0,
CU1811.SHF,2018-10-18 23:57:00,50250.0,50240.0,50250.0,50240.0,20.0,5024800.0,
CU1811.SHF,2018-10-18 23:58:00,50240.0,50260.0,50260.0,50240.0,56.0,14071100.0,
CU1811.SHF,2018-10-18 23:59:00,50260.0,50300.0,50310.0,50260.0,218.0,54818100.0,
CU1811.SHF,2018-10-19 00:00:00,50150.0,50140.0,50150.0,50130.0,96.0,24066800.0,
CU1811.SHF,2018-10-19 00:01:00,50140.0,50140.0,50140.0,50130.0,78.0,19552300.0,
CU1811.SHF,2018-10-19 00:02:00,50140.0,50140.0,50150.0,50140.0,94.0,23566200.0,
CU1811.SHF,2018-10-19 00:03:00,50140.0,50150.0,50150.0,50140.0,24.0,6017900.0,
CU1811.SHF,2018-10-19 00:04:00,50150.0,50150.0,50150.0,50140.0,22.0,5515500.0,
CU1811.SHF,2018-10-19 00:05:00,50150.0,50140.0,50150.0,50140.0,4.0,1002800.0,
CU1811.SHF,2018-10-19 00:06:00,50140.0,50140.0,50140.0,50140.0,4.0,1002800.0,
CU1811.SHF,2018-10-19 00:07:00,50140.0,50150.0,50150.0,50140.0,18.0,4513500.0,
CU1811.SHF,2018-10-19 00:08:00,50150.0,50150.0,50150.0,50150.0,0.0,0.0,
CU1811.SHF,2018-10-19 00:09:00,50150.0,50150.0,50180.0,50150.0,106.0,26589100.0,
CU1811.SHF,2018-10-19 00:10:00,50150.0,50160.0,50160.0,50150.0,20.0,5015300.0,
CU1811.SHF,2018-10-19 00:11:00,50160.0,50160.0,50170.0,50160.0,46.0,11537800.0,
CU1811.SHF,2018-10-19 00:12:00,50160.0,50160.0,50160.0,50160.0,44.0,11035200.0,
CU1811.SHF,2018-10-19 00:13:00,50160.0,50170.0,50180.0,50160.0,100.0,25085600.0,
CU1811.SHF,2018-10-19 00:14:00,50170.0,50160.0,50180.0,50160.0,54.0,13544900.0,
CU1811.SHF,2018-10-19 00:15:00,50160.0,50150.0,50160.0,50150.0,40.0,10030400.0,
CU1811.SHF,2018-10-19 00:16:00,50150.0,50150.0,50150.0,50140.0,26.0,6519300.0,
CU1811.SHF,2018-10-19 00:17:00,50150.0,50150.0,50150.0,50140.0,64.0,16046600.0,
CU1811.SHF,2018-10-19 00:18:00,50150.0,50160.0,50160.0,50140.0,36.0,9027800.0,
CU1811.SHF,2018-10-19 00:19:00,50160.0,50160.0,50160.0,50160.0,6.0,1504800.0,
CU1811.SHF,2018-10-19 00:20:00,50150.0,50150.0,50150.0,50140.0,34.0,8524700.0,
CU1811.SHF,2018-10-19 00:21:00,50150.0,50140.0,50150.0,50140.0,50.0,12536400.0,
CU1811.SHF,2018-10-19 00:22:00,50140.0,50150.0,50150.0,50140.0,68.0,17049000.0,
CU1811.SHF,2018-10-19 00:23:00,50150.0,50140.0,50160.0,50140.0,84.0,21060000.0,
CU1811.SHF,2018-10-19 00:24:00,50140.0,50140.0,50140.0,50130.0,34.0,8523500.0,
CU1811.SHF,2018-10-19 00:25:00,50140.0,50150.0,50150.0,50130.0,52.0,13037300.0,
CU1811.SHF,2018-10-19 00:26:00,50150.0,50150.0,50160.0,50150.0,62.0,15548000.0,
CU1811.SHF,2018-10-19 00:27:00,50150.0,50150.0,50160.0,50150.0,72.0,18056100.0,
CU1811.SHF,2018-10-19 00:28:00,50160.0,50150.0,50160.0,50150.0,16.0,4012300.0,
CU1811.SHF,2018-10-19 00:29:00,50150.0,50150.0,50160.0,50150.0,28.0,7021900.0,
CU1811.SHF,2018-10-19 00:30:00,50150.0,50160.0,50170.0,50150.0,92.0,23078400.0,
CU1811.SHF,2018-10-19 00:31:00,50160.0,50160.0,50160.0,50150.0,40.0,10030500.0,
CU1811.SHF,2018-10-19 00:32:00,50160.0,50170.0,50170.0,50160.0,64.0,16052800.0,
CU1811.SHF,2018-10-19 00:33:00,50160.0,50180.0,50180.0,50160.0,60.0,15049700.0,
CU1811.SHF,2018-10-19 00:34:00,50180.0,50210.0,50210.0,50180.0,104.0,26105600.0,
CU1811.SHF,2018-10-19 00:35:00,50210.0,50200.0,50210.0,50190.0,72.0,18071800.0,
CU1811.SHF,2018-10-19 00:36:00,50200.0,50170.0,50200.0,50160.0,120.0,30109100.0,
CU1811.SHF,2018-10-19 00:37:00,50170.0,50170.0,50180.0,50170.0,48.0,12042000.0,
CU1811.SHF,2018-10-19 00:38:00,50160.0,50170.0,50170.0,50160.0,78.0,19565300.0,
CU1811.SHF,2018-10-19 00:39:00,50170.0,50180.0,50180.0,50160.0,52.0,13045300.0,
CU1811.SHF,2018-10-19 00:40:00,50180.0,50180.0,50180.0,50170.0,100.0,25086400.0,
CU1811.SHF,2018-10-19 00:41:00,50190.0,50180.0,50190.0,50180.0,50.0,12546900.0,
CU1811.SHF,2018-10-19 00:42:00,50180.0,50180.0,50200.0,50180.0,20.0,5019100.0,
CU1811.SHF,2018-10-19 00:43:00,50180.0,50160.0,50180.0,50160.0,32.0,8027800.0,
CU1811.SHF,2018-10-19 00:44:00,50160.0,50160.0,50170.0,50160.0,30.0,7524500.0,
CU1811.SHF,2018-10-19 00:45:00,50160.0,50160.0,50170.0,50160.0,14.0,3511500.0,
CU1811.SHF,2018-10-19 00:46:00,50160.0,50160.0,50170.0,50160.0,52.0,13042100.0,
CU1811.SHF,2018-10-19 00:47:00,50160.0,50170.0,50170.0,50160.0,14.0,3511700.0,
CU1811.SHF,2018-10-19 00:48:00,50170.0,50170.0,50170.0,50160.0,32.0,8026300.0,
CU1811.SHF,2018-10-19 00:49:00,50170.0,50180.0,50180.0,50170.0,62.0,15554100.0,
CU1811.SHF,2018-10-19 00:50:00,50180.0,50190.0,50190.0,50180.0,62.0,15557000.0,
CU1811.SHF,2018-10-19 00:51:00,50190.0,50180.0,50190.0,50170.0,60.0,15054600.0,
CU1811.SHF,2018-10-19 00:52:00,50180.0,50170.0,50190.0,50170.0,38.0,9534900.0,
CU1811.SHF,2018-10-19 00:53:00,50180.0,50190.0,50190.0,50180.0,78.0,19572300.0,
CU1811.SHF,2018-10-19 00:54:00,50190.0,50180.0,50190.0,50170.0,94.0,23583200.0,
CU1811.SHF,2018-10-19 00:55:00,50180.0,50180.0,50180.0,50170.0,36.0,9032000.0,
CU1811.SHF,2018-10-19 00:56:00,50190.0,50210.0,50210.0,50190.0,86.0,21584100.0,
CU1811.SHF,2018-10-19 00:57:00,50210.0,50170.0,50210.0,50170.0,92.0,23083900.0,
CU1811.SHF,2018-10-19 00:58:00,50180.0,50190.0,50190.0,50180.0,46.0,11541600.0,
CU1811.SHF,2018-10-19 00:59:00,50170.0,50170.0,50190.0,50150.0,154.0,38627700.0,
CU1811.SHF,2018-10-19 01:00:00,50170.0,50160.0,50180.0,50150.0,160.0,40133100.0,
CU1811.SHF,2018-10-19 09:01:00,50160.0,50050.0,50160.0,50020.0,1526.0,381896100.0,
CU1811.SHF,2018-10-19 09:02:00,50050.0,50000.0,50060.0,50000.0,510.0,127558100.0,
CU1811.SHF,2018-10-19 09:03:00,50000.0,50040.0,50050.0,49990.0,228.0,57029900.0,
CU1811.SHF,2018-10-19 09:04:00,50050.0,50030.0,50050.0,50030.0,216.0,54040000.0,
CU1811.SHF,2018-10-19 09:05:00,50030.0,50050.0,50070.0,50020.0,380.0,95079600.0,
CU1811.SHF,2018-10-19 09:06:00,50050.0,50040.0,50060.0,50030.0,366.0,91584200.0,
CU1811.SHF,2018-10-19 09:07:00,50040.0,50040.0,50050.0,50040.0,154.0,38531000.0,
CU1811.SHF,2018-10-19 09:08:00,50040.0,50040.0,50060.0,50040.0,240.0,60055200.0,
CU1811.SHF,2018-10-19 09:09:00,50040.0,50040.0,50060.0,50040.0,146.0,36533300.0,
CU1811.SHF,2018-10-19 09:10:00,50040.0,50050.0,50050.0,50030.0,230.0,57543600.0,
CU1811.SHF,2018-10-19 09:11:00,50050.0,50020.0,50050.0,50020.0,218.0,54536600.0,
CU1811.SHF,2018-10-19 09:12:00,50020.0,50030.0,50040.0,50010.0,170.0,42521600.0,
CU1811.SHF,2018-10-19 09:13:00,50030.0,50040.0,50040.0,50030.0,350.0,87567500.0,
CU1811.SHF,2018-10-19 09:14:00,50040.0,50050.0,50080.0,50040.0,316.0,79086700.0,
CU1811.SHF,2018-10-19 09:15:00,50050.0,50080.0,50080.0,50050.0,286.0,71593000.0,
CU1811.SHF,2018-10-19 09:16:00,50080.0,50080.0,50080.0,50060.0,122.0,30545800.0,
CU1811.SHF,2018-10-19 09:17:00,50080.0,50070.0,50090.0,50060.0,118.0,29545000.0,
CU1811.SHF,2018-10-19 09:18:00,50070.0,50050.0,50070.0,50040.0,178.0,44552300.0,
CU1811.SHF,2018-10-19 09:19:00,50050.0,50040.0,50050.0,50040.0,108.0,27022500.0,
CU1811.SHF,2018-10-19 09:20:00,50040.0,50040.0,50060.0,50040.0,152.0,38037500.0,
CU1811.SHF,2018-10-19 09:21:00,50040.0,50050.0,50050.0,50040.0,88.0,22017700.0,
CU1811.SHF,2018-10-19 09:22:00,50050.0,50030.0,50050.0,50010.0,340.0,85046000.0,
CU1811.SHF,2018-10-19 09:23:00,50030.0,50030.0,50050.0,50020.0,180.0,45027800.0,
CU1811.SHF,2018-10-19 09:24:00,50030.0,50010.0,50030.0,50010.0,178.0,44519900.0,
CU1811.SHF,2018-10-19 09:25:00,50010.0,49980.0,50020.0,49970.0,858.0,214466300.0,
CU1811.SHF,2018-10-19 09:26:00,49980.0,49980.0,50000.0,49970.0,288.0,71976400.0,
CU1811.SHF,2018-10-19 09:27:00,49980.0,50020.0,50020.0,49970.0,494.0,123474500.0,
CU1811.SHF,2018-10-19 09:28:00,50020.0,50040.0,50040.0,50020.0,416.0,104056800.0,
CU1811.SHF,2018-10-19 09:29:00,50040.0,50020.0,50040.0,50020.0,246.0,61540500.0,
CU1811.SHF,2018-10-19 09:30:00,50020.0,50020.0,50040.0,50020.0,110.0,27514000.0,
CU1811.SHF,2018-10-19 09:31:00,50020.0,50000.0,50020.0,50000.0,156.0,39004400.0,
CU1811.SHF,2018-10-19 09:32:00,50000.0,50020.0,50020.0,50000.0,232.0,58010600.0,
CU1811.SHF,2018-10-19 09:33:00,50020.0,50030.0,50040.0,50010.0,308.0,77042300.0,
CU1811.SHF,2018-10-19 09:34:00,50030.0,50030.0,50040.0,50020.0,158.0,39524100.0,
CU1811.SHF,2018-10-19 09:35:00,50030.0,50060.0,50060.0,50020.0,270.0,67557500.0,
CU1811.SHF,2018-10-19 09:36:00,50060.0,50060.0,50080.0,50050.0,264.0,66082600.0,
CU1811.SHF,2018-10-19 09:37:00,50060.0,50130.0,50140.0,50060.0,710.0,177891500.0,
CU1811.SHF,2018-10-19 09:38:00,50130.0,50120.0,50140.0,50110.0,430.0,107764000.0,
CU1811.SHF,2018-10-19 09:39:00,50120.0,50110.0,50120.0,50100.0,256.0,64146200.0,
CU1811.SHF,2018-10-19 09:40:00,50110.0,50110.0,50110.0,50090.0,180.0,45090900.0,
CU1811.SHF,2018-10-19 09:41:00,50110.0,50100.0,50110.0,50100.0,152.0,38083300.0,
CU1811.SHF,2018-10-19 09:42:00,50100.0,50110.0,50120.0,50100.0,130.0,32571800.0,
CU1811.SHF,2018-10-19 09:43:00,50110.0,50110.0,50120.0,50100.0,372.0,93199100.0,
CU1811.SHF,2018-10-19 09:44:00,50110.0,50090.0,50110.0,50090.0,140.0,35071300.0,
CU1811.SHF,2018-10-19 09:45:00,50090.0,50120.0,50120.0,50090.0,170.0,42591800.0,
CU1811.SHF,2018-10-19 09:46:00,50120.0,50120.0,50120.0,50110.0,136.0,34076700.0,
CU1811.SHF,2018-10-19 09:47:00,50120.0,50120.0,50130.0,50120.0,332.0,83202000.0,
CU1811.SHF,2018-10-19 09:48:00,50120.0,50110.0,50130.0,50100.0,246.0,61642300.0,
CU1811.SHF,2018-10-19 09:49:00,50100.0,50110.0,50120.0,50100.0,296.0,74155000.0,
CU1811.SHF,2018-10-19 09:50:00,50110.0,50090.0,50110.0,50090.0,404.0,101203100.0,
CU1811.SHF,2018-10-19 09:51:00,50090.0,50070.0,50090.0,50070.0,350.0,87628600.0,
CU1811.SHF,2018-10-19 09:52:00,50070.0,50080.0,50090.0,50070.0,230.0,57587400.0,
CU1811.SHF,2018-10-19 09:53:00,50080.0,50080.0,50090.0,50080.0,60.0,15026300.0,
CU1811.SHF,2018-10-19 09:54:00,50080.0,50080.0,50090.0,50080.0,216.0,54089300.0,
CU1811.SHF,2018-10-19 09:55:00,50080.0,50100.0,50100.0,50070.0,288.0,72121700.0,
CU1811.SHF,2018-10-19 09:56:00,50100.0,50090.0,50110.0,50090.0,226.0,56607900.0,
CU1811.SHF,2018-10-19 09:57:00,50090.0,50100.0,50110.0,50090.0,138.0,34569300.0,
CU1811.SHF,2018-10-19 09:58:00,50100.0,50100.0,50100.0,50100.0,224.0,56112000.0,
CU1811.SHF,2018-10-19 09:59:00,50100.0,50110.0,50110.0,50100.0,68.0,17036600.0,
CU1811.SHF,2018-10-19 10:00:00,50110.0,50120.0,50120.0,50100.0,92.0,23050600.0,
CU1811.SHF,2018-10-19 10:01:00,50100.0,50080.0,50110.0,50060.0,692.0,173307700.0,
CU1811.SHF,2018-10-19 10:02:00,50080.0,50090.0,50090.0,50060.0,556.0,139216200.0,
CU1811.SHF,2018-10-19 10:03:00,50090.0,50080.0,50090.0,50080.0,164.0,41071800.0,
CU1811.SHF,2018-10-19 10:04:00,50080.0,50080.0,50080.0,50080.0,214.0,53585600.0,
CU1811.SHF,2018-10-19 10:05:00,50080.0,50060.0,50080.0,50060.0,202.0,50572200.0,
CU1811.SHF,2018-10-19 10:06:00,50070.0,50030.0,50070.0,50030.0,438.0,109615800.0,
CU1811.SHF,2018-10-19 10:07:00,50030.0,50020.0,50050.0,50010.0,506.0,126573700.0,
CU1811.SHF,2018-10-19 10:08:00,50020.0,50030.0,50040.0,50020.0,172.0,43026800.0,
CU1811.SHF,2018-10-19 10:09:00,50030.0,50040.0,50050.0,50030.0,60.0,15012600.0,
CU1811.SHF,2018-10-19 10:10:00,50040.0,50040.0,50040.0,50020.0,344.0,86051400.0,
CU1811.SHF,2018-10-19 10:11:00,50020.0,50000.0,50030.0,50000.0,200.0,50014500.0,
CU1811.SHF,2018-10-19 10:12:00,50000.0,50020.0,50030.0,50000.0,330.0,82528300.0,
CU1811.SHF,2018-10-19 10:13:00,50020.0,50010.0,50020.0,50000.0,202.0,50511500.0,
CU1811.SHF,2018-10-19 10:14:00,50010.0,50020.0,50030.0,50010.0,308.0,77034100.0,
CU1811.SHF,2018-10-19 10:15:00,50020.0,50020.0,50040.0,50020.0,266.0,66532200.0,
CU1811.SHF,2018-10-19 10:31:00,50020.0,50030.0,50050.0,50020.0,520.0,130111000.0,
CU1811.SHF,2018-10-19 10:32:00,50030.0,50040.0,50040.0,50030.0,424.0,106079600.0,
CU1811.SHF,2018-10-19 10:33:00,50040.0,50060.0,50070.0,50040.0,412.0,103089000.0,
CU1811.SHF,2018-10-19 10:34:00,50060.0,50070.0,50080.0,50060.0,248.0,62085000.0,
CU1811.SHF,2018-10-19 10:35:00,50070.0,50060.0,50070.0,50060.0,258.0,64577900.0,
CU1811.SHF,2018-10-19 10:36:00,50060.0,50060.0,50070.0,50050.0,218.0,54567500.0,
CU1811.SHF,2018-10-19 10:37:00,50060.0,50060.0,50070.0,50060.0,168.0,42056300.0,
CU1811.SHF,2018-10-19 10:38:00,50060.0,50060.0,50060.0,50060.0,420.0,105126000.0,
CU1811.SHF,2018-10-19 10:39:00,50060.0,50070.0,50070.0,50060.0,36.0,9011400.0,
CU1811.SHF,2018-10-19 10:40:00,50060.0,50060.0,50070.0,50060.0,26.0,6508800.0,
CU1811.SHF,2018-10-19 10:41:00,50060.0,50060.0,50070.0,50060.0,164.0,41055900.0,
CU1811.SHF,2018-10-19 10:42:00,50060.0,50080.0,50080.0,50060.0,424.0,106148500.0,
CU1811.SHF,2018-10-19 10:43:00,50080.0,50070.0,50080.0,50070.0,250.0,62587500.0,
CU1811.SHF,2018-10-19 10:44:00,50070.0,50070.0,50080.0,50060.0,720.0,180242000.0,
CU1811.SHF,2018-10-19 10:45:00,50070.0,50090.0,50090.0,50070.0,346.0,86627400.0,
CU1811.SHF,2018-10-19 10:46:00,50090.0,50080.0,50090.0,50080.0,396.0,99166800.0,
CU1811.SHF,2018-10-19 10:47:00,50080.0,50070.0,50080.0,50070.0,146.0,36556700.0,
CU1811.SHF,2018-10-19 10:48:00,50070.0,50060.0,50070.0,50050.0,408.0,102130900.0,
CU1811.SHF,2018-10-19 10:49:00,50060.0,50060.0,50070.0,50060.0,538.0,134673200.0,
CU1811.SHF,2018-10-19 10:50:00,50060.0,50060.0,50060.0,50060.0,568.0,142170400.0,
CU1811.SHF,2018-10-19 10:51:00,50060.0,50070.0,50070.0,50060.0,184.0,46056200.0,
CU1811.SHF,2018-10-19 10:52:00,50070.0,50080.0,50080.0,50070.0,456.0,114162200.0,
CU1811.SHF,2018-10-19 10:53:00,50080.0,50060.0,50080.0,50060.0,626.0,156722500.0,
CU1811.SHF,2018-10-19 10:54:00,50060.0,50060.0,50060.0,50050.0,264.0,66077900.0,
CU1811.SHF,2018-10-19 10:55:00,50060.0,50050.0,50070.0,50050.0,254.0,63574800.0,
CU1811.SHF,2018-10-19 10:56:00,50050.0,50040.0,50050.0,50040.0,790.0,197686700.0,
CU1811.SHF,2018-10-19 10:57:00,50040.0,50040.0,50040.0,50030.0,122.0,30522600.0,
CU1811.SHF,2018-10-19 10:58:00,50040.0,50040.0,50050.0,50030.0,258.0,64550700.0,
CU1811.SHF,2018-10-19 10:59:00,50040.0,50040.0,50050.0,50040.0,108.0,27022600.0,
CU1811.SHF,2018-10-19 11:00:00,50040.0,50010.0,50040.0,50010.0,464.0,116058500.0,
CU1811.SHF,2018-10-19 11:01:00,50000.0,50020.0,50020.0,50000.0,438.0,109533300.0,
CU1811.SHF,2018-10-19 11:02:00,50020.0,50030.0,50030.0,50010.0,434.0,108552700.0,
CU1811.SHF,2018-10-19 11:03:00,50030.0,50040.0,50040.0,50030.0,82.0,20513000.0,
CU1811.SHF,2018-10-19 11:04:00,50040.0,50030.0,50040.0,50030.0,462.0,115573800.0,
CU1811.SHF,2018-10-19 11:05:00,50030.0,50030.0,50030.0,50020.0,344.0,86050900.0,
CU1811.SHF,2018-10-19 11:06:00,50020.0,50050.0,50050.0,50020.0,534.0,133608700.0,
CU1811.SHF,2018-10-19 11:07:00,50050.0,50050.0,50060.0,50040.0,372.0,93093100.0,
CU1811.SHF,2018-10-19 11:08:00,50050.0,50040.0,50050.0,50030.0,364.0,91073500.0,
CU1811.SHF,2018-10-19 11:09:00,50040.0,50060.0,50060.0,50040.0,448.0,112127700.0,
CU1811.SHF,2018-10-19 11:10:00,50060.0,50040.0,50060.0,50040.0,114.0,28528400.0,
CU1811.SHF,2018-10-19 11:11:00,50040.0,50050.0,50060.0,50040.0,64.0,16016000.0,
CU1811.SHF,2018-10-19 11:12:00,50050.0,50050.0,50050.0,50050.0,52.0,13013000.0,
CU1811.SHF,2018-10-19 11:13:00,50050.0,50050.0,50050.0,50040.0,88.0,22021800.0,
CU1811.SHF,2018-10-19 11:14:00,50050.0,50040.0,50050.0,50030.0,274.0,68554700.0,
CU1811.SHF,2018-10-19 11:15:00,50040.0,50030.0,50040.0,50030.0,44.0,11008300.0,
CU1811.SHF,2018-10-19 11:16:00,50040.0,50030.0,50040.0,50030.0,158.0,39526800.0,
CU1811.SHF,2018-10-19 11:17:00,50030.0,50030.0,50030.0,50030.0,50.0,12507500.0,
CU1811.SHF,2018-10-19 11:18:00,50030.0,50030.0,50040.0,50030.0,96.0,24014800.0,
CU1811.SHF,2018-10-19 11:19:00,50030.0,50040.0,50040.0,50030.0,36.0,9007200.0,
CU1811.SHF,2018-10-19 11:20:00,50040.0,50030.0,50040.0,50030.0,22.0,5503400.0,
