hour,A,AG,AL,AP,AU,BU,C,CF,CU,EG,FG,HC,I,J,JD,JM,M,MA,NI,P,PP,RB,RM,RU,SF,SM,SR,TA,Y,ZC,ZN
2013-01-09 14:55:00,4630.858138062064,6176.447636991678,15065.682560418027,,331.2572869293013,,2318.499591169256,20147.74345549738,57559.87135506004,,1447.6252602359473,,,1596.8841761827082,,,3834.8837209302333,,,6162.972230174635,,3858.3708791208787,2496.0,25555.678591709257,,,5678.194652406417,8856.726094003241,8989.880679210648,,15201.58373968492
2013-01-10 09:45:00,4634.763563436774,6152.444653791804,15070.620509470935,,329.5988054456323,,2310.944399018806,20158.198952879586,57668.45626072041,,1462.4170714781399,,,1603.0429581294181,,,3831.3953488372094,,,6177.350701402806,,3894.123376623376,2490.0,25638.667423812232,,,5705.319786096256,8856.726094003241,9027.425424506657,,15231.13006376594
2013-01-10 10:55:00,4634.763563436774,6152.444653791804,15070.620509470935,,329.9792806095328,,2308.1112019623874,20173.88219895288,57747.42710120069,,1454.528105482304,,,1600.4034801522564,,,3820.93023255814,,,6170.16146578872,,3890.2582417582416,2481.0,25658.194207836452,,,5695.273440285205,8850.544107432275,9023.253786140433,,15236.054451112775
2013-01-10 13:55:00,4634.763563436774,6162.045847071754,15075.558458523841,,330.30122113283335,,2309.055600981194,20168.654450261783,57816.52658662093,,1450.5836224843854,,,1599.5236541598695,,,3818.604651162791,,,6173.756083595763,,3885.4268231768233,2484.0,25570.32367972744,,,5692.259536541888,8848.483445241953,9037.854520422212,,15245.90322580645
2013-01-10 14:55:00,4638.668988811483,6164.926205055738,15085.434356629654,,330.8085213513673,,2310.0,20152.97120418848,58004.08233276157,,1445.6530187369879,,,1592.4850462207721,,,3800.0,,,6116.242198683081,,3881.561688311688,2472.0,25599.613855763768,,,5688.2409982174695,8829.937485529057,8994.05231757687,,15290.222711927981
2013-01-11 09:45:00,4649.408908591936,6255.177421887267,15115.062050947097,,333.4620917252377,,2310.944399018806,20210.476439790567,58221.252144082326,,1444.666897987509,,,1598.6438281674825,,,3801.1627906976746,,,6064.120240480962,,3892.1908091908085,2518.0,25931.56918417566,,,5694.268805704101,8895.878675619355,8962.765029830198,,15369.012909477367
2013-01-11 10:55:00,4645.503483217226,6240.775631967343,15095.310254735468,,333.19868584253743,,2309.055600981194,20210.476439790567,58043.56775300173,,1435.7918112421924,,,1592.4850462207721,,,3797.674418604651,,,6062.3229315774415,,3878.6628371628367,2525.0,25750.946431951543,,,5655.088057040998,8780.481592961332,8931.477742083525,,15339.466585396347
2013-01-11 13:55:00,4660.1488283723875,6246.536347935313,15090.372305682558,,333.5498936861378,,2310.944399018806,20210.476439790567,58063.31046312179,,1428.8889659958365,,,1588.0859162588363,,,3795.348837209303,,,6029.971371314056,,3868.033716283716,2522.0,25736.30134393337,,,5648.055614973262,8763.99629543876,8908.533731069298,,15319.769036009002
2013-01-11 14:55:00,4678.699598902259,6236.935154655363,15080.496407576748,,333.3742897643377,,2310.944399018806,20205.24869109948,57816.52658662093,,1421.9861207494794,,,1563.4507884719958,,,3813.953488372093,,,6053.336387059834,,3811.9892607392603,2525.0,25389.70092750331,,,5621.935115864528,8735.147024774253,8943.992657182194,,15250.827613153291
2013-01-14 09:45:00,4697.2503694321285,6198.530381535563,15060.744611365122,,331.74507560096873,,2309.055600981194,20315.031413612563,57727.68439108063,,1435.7918112421924,,,1555.5323545405113,,,3893.0232558139533,,,6047.94446034927,,3800.3938561438563,2529.0,25218.841567291307,,,5629.972192513369,8731.02570039361,8937.735199632858,,15221.281289072269
2013-01-14 10:55:00,4690.415875026388,6210.051813471503,15060.744611365122,,331.89141220246887,,2300.5560098119377,20262.75392670157,57698.070325900524,,1461.430950728661,,,1575.768352365416,,,3881.3953488372094,,,6037.160606928142,,3816.8206793206787,2531.0,25135.852735188346,,,5599.833155080214,8737.207686964575,8939.821018815972,,15186.81057764441
2013-01-14 13:55:00,4684.557736964323,6231.1744386873925,15065.682560418027,,331.84263333530214,,2302.4448078495498,20283.66492146597,57974.46826758148,,1481.1533657182513,,,1631.1973898858075,,,3889.5348837209294,,,6047.94446034927,,3889.291958041958,2541.0,25428.754495551766,,,5623.944385026738,8821.69483676777,8937.735199632858,,15260.676387846961
2013-01-14 14:55:00,4696.274013088452,6220.613126079447,15055.806662312218,,331.8719006556022,,2301.500408830744,20278.43717277487,57875.75471698112,,1481.1533657182513,,,1621.5193039695487,,,3911.627906976744,,,6035.36329802462,,3882.527972027972,2547.0,25360.410751466967,,,5619.9258467023155,8807.270201435516,8921.048646167968,,15245.90322580645
2013-01-15 09:45:00,4724.588347055098,6293.582195007066,15045.9307642064,,332.3401777804029,,2303.3892068683567,20278.43717277487,57540.12864493997,,1505.8063844552396,,,1611.8412180532898,,,3948.837209302326,,,6098.2691096478675,,3876.7302697302694,2618.0,25394.58262350937,,,5597.823885918004,8788.72424172262,9027.425424506657,,15162.188640910226
2013-01-15 10:55:00,4692.368587713743,6298.382791647041,14991.613324624432,,332.9255241864037,,2302.4448078495498,20362.08115183246,57530.25728987992,,1494.9590562109643,,,1601.2833061446438,,,3941.860465116279,,,6091.0798740337805,,3861.2697302697297,2615.0,25282.30361537005,,,5578.735828877006,8710.419078490391,9019.082147774208,,15172.0374156039
2013-01-15 13:55:00,4683.581380620646,6328.146490814886,15011.365120836057,,333.3059993503042,,2302.4448078495498,20403.903141361254,57490.771869639815,,1487.0700902151284,,,1602.163132137031,,,3936.046511627907,,,6076.701402805612,,3858.3708791208787,2597.0,25262.776831345825,,,5578.735828877006,8745.450335725862,9010.738871041764,,15167.113028257063
2013-01-15 14:55:00,4683.581380620646,6315.6649395509485,14991.613324624432,,333.4425801783712,,2301.500408830744,20351.625654450258,57243.98799313894,,1491.0145732130466,,,1607.442088091354,,,3919.767441860465,,,6064.120240480962,,3864.1685814185807,2589.0,25165.142911224684,,,5575.72192513369,8720.722389442,8981.537402478201,,15034.154569892473
2013-01-16 09:45:00,4700.179438463162,6365.591144606688,15011.365120836057,,335.20837516980686,,2300.5560098119377,20377.764397905758,57332.83018867925,,1491.0145732130466,,,1591.605220228385,,,3926.744186046512,,,6105.458345261953,,3832.2812187812183,2584.0,25018.69203104297,,,5597.823885918004,8673.327159064598,9048.28361633777,,15044.003344586145
2013-01-16 10:55:00,4699.203082119485,6342.54828073481,14996.551273677336,,334.9059461933732,,2299.611610793132,20393.447643979056,57401.92967409949,,1473.264399722415,,,1592.4850462207721,,,3946.511627906977,,,6101.86372745491,,3817.786963036963,2578.0,25008.928639030848,,,5589.786809269162,8671.266496874276,9027.425424506657,,15068.625281320332
2013-01-16 13:55:00,4701.155794806839,6340.628042078821,14986.675375571524,,334.8961904199398,,2299.611610793132,20430.041884816754,57362.444253859336,,1469.3199167244968,,,1591.605220228385,,,3947.674418604651,,,6110.850271972518,,3816.8206793206787,2579.0,24916.176414915768,,,5585.768270944743,8691.873118777494,9033.682882055993,,15048.927731932983
2013-01-16 14:55:00,4702.132151150518,6343.508400062804,14971.861528412805,,335.11081743547345,,2299.611610793132,20424.814136125653,57372.31560891939,,1493.9729354614853,,,1576.6481783578033,,,3962.790697674419,,,6096.471800744344,,3811.022977022977,2595.0,24935.70319894,,,5577.7311942958995,8660.963185922667,9027.425424506657,,15039.07895723931
2013-01-17 09:45:00,4717.753852649356,6348.30899670278,14966.923579359895,,334.48644793573925,,2301.500408830744,20482.31937172775,57194.63121783878,,1491.0145732130466,,,1586.326264274062,,,3991.860465116279,,,6127.026052104206,,3807.157842157842,2611.0,25052.86390308537,,,5572.708021390375,8685.691132206528,9062.88435061955,,15044.003344586145
2013-01-17 10:55:00,4705.061220181549,6330.066729470876,14952.109732201177,,334.30108824050563,,2293.9452166802944,20466.63612565445,57046.56089193825,,1486.0839694656488,,,1582.8069603045133,,,3988.372093023256,,,6109.052963068995,,3805.2252747252746,2592.0,24994.283551012682,,,5567.684848484849,8683.630470016207,9048.28361633777,,15034.154569892473
2013-01-17 13:55:00,4700.179438463162,6321.4256555189195,14957.047681254084,,334.086461224972,,2298.6672117743256,20445.72513089005,56987.332761578036,,1488.0562109646078,,,1576.6481783578033,,,3981.3953488372094,,,6085.6879473232175,,3792.663586413586,2590.0,24994.283551012682,,,5554.6245989304825,8677.44848344524,9035.768701239102,,15024.3057951988
2013-01-17 14:55:00,4695.297656744775,6317.5851782069385,14961.98563030699,,334.086461224972,,2296.778413736713,20450.95287958116,57046.56089193825,,1484.1117279666898,,,1599.5236541598695,,,3961.627906976744,,,6056.931004866878,,3814.8881118881122,2588.0,24999.16524701874,,,5543.573618538325,8681.569807825885,9019.082147774208,,15039.07895723931
2013-01-18 09:45:00,4690.415875026388,6374.232218558644,15006.427171783147,,335.7937215758077,,2297.722812755519,20471.86387434555,57550.0,,1499.889659958362,,,1619.7596519847746,,,3953.4883720930243,,,6044.349842542227,,3852.5731768231767,2587.0,25277.421919364,,,5561.657040998218,8809.330863625839,9031.597062872876,,15196.659352338083
2013-01-18 10:55:00,4691.392231370065,6390.554247134558,14996.551273677336,,335.92054663044115,,2299.611610793132,20456.18062827225,57510.514579759874,,1496.9312977099235,,,1616.2403480152254,,,3946.511627906977,,,6020.98482679645,,3845.809190809192,2590.0,25311.5937914064,,,5558.643137254902,8815.512850196805,8998.223955943093,,15162.188640910226
2013-01-18 13:55:00,4700.179438463162,6394.394724446538,14991.613324624432,,336.0571274585081,,2299.611610793132,20487.547120418847,57747.42710120069,,1487.0700902151284,,,1625.9184339314843,,,3945.348837209303,,,6064.120240480962,,3847.741758241758,2609.0,25370.174143479086,,,5563.666310160428,8840.240796480666,9037.854520422212,,15172.0374156039
2013-01-18 14:55:00,4705.061220181549,6399.195321086512,15001.489222730244,,336.0766390053748,,2299.611610793132,20508.458115183246,57688.19897084048,,1479.181124219292,,,1628.557911908646,,,3952.325581395349,,,6060.525622673918,,3841.944055944056,2594.0,25384.81923149725,,,5556.633868092692,8823.755498958091,9052.455254703991,,15181.886190297571
2013-01-21 09:45:00,4744.115473928647,6430.879258910347,15055.806662312218,,335.94005817730795,,2300.5560098119377,20503.230366492142,57619.099485420236,,1487.0700902151284,,,1652.3132137030993,,,3967.4418604651173,,,6091.0798740337805,,3875.7639860139857,2589.0,25287.185311376117,,,5550.606060606061,8825.816161148414,9106.686553464893,,15221.281289072269
2013-01-21 10:55:00,4729.470128773485,6426.078662270374,15001.489222730244,,335.8522562164078,,2297.722812755519,20445.72513089005,57569.74271012008,,1480.1672449687715,,,1656.7123436650354,,,3962.790697674419,,,6078.498711709132,,3872.8651348651347,2591.0,25243.250047321602,,,5527.499465240642,8813.452188006482,9104.60073428178,,15162.188640910226
2013-01-21 13:55:00,4724.588347055098,6420.3179463024035,14996.551273677336,,335.8522562164078,,2296.778413736713,20440.49738219895,57540.12864493997,,1481.1533657182513,,,1666.3904295812945,,,3962.790697674419,,,6073.106784998568,,3867.067432567432,2579.0,25228.604959303422,,,5523.4809269162215,8794.906228293587,9098.343276732447,,15147.415478869716
2013-01-21 14:55:00,4715.801139962001,6411.6768723504465,14981.737426518615,,335.9888370444746,,2295.834014717907,20419.58638743456,57510.514579759874,,1495.945176960444,,,1668.1500815660684,,,3939.5348837209294,,,6064.120240480962,,3866.1011488511494,2574.0,25174.906303236803,,,5517.45311942959,8796.966890483907,9073.313446535107,,15142.491091522881
2013-01-22 09:45:00,4723.611990711421,6420.3179463024035,14996.551273677336,,336.1839525131416,,2295.834014717907,20382.992146596862,57747.42710120069,,1486.0839694656488,,,1647.9140837411637,,,3962.790697674419,,,6112.647580876038,,3841.944055944056,2594.0,25570.32367972744,,,5498.365062388592,8809.330863625839,9129.63056447912,,15216.356901725432
2013-01-22 10:55:00,4720.682921680388,6415.517349662428,14991.613324624432,,336.56442767704215,,2293.000817661489,20403.903141361254,57836.269296741,,1486.0839694656488,,,1652.3132137030993,,,3953.4883720930243,,,6100.066418551389,,3843.876623376623,2591.0,25511.74332765474,,,5489.323351158645,8788.72424172262,9117.11564938045,,15231.13006376594
2013-01-22 13:55:00,4730.4464851171615,6427.998900926364,14991.613324624432,,336.7888104660092,,2293.9452166802944,20403.903141361254,57925.11149228131,,1487.0700902151284,,,1649.673735725938,,,3969.767441860465,,,6118.039507586602,,3848.7080419580416,2595.0,25541.033503691084,,,5489.323351158645,8700.115767538782,9119.201468563562,,15250.827613153291
2013-01-22 14:55:00,4731.42284146084,6438.560213534307,14986.675375571524,,336.91563552064264,,2294.8896156991004,20393.447643979056,58023.825042881654,,1471.2921582234562,,,1647.0342577487766,,,3990.697674418605,,,6118.039507586602,,3855.472027972028,2593.0,25536.151807685026,,,5495.351158645276,8706.297754109746,9123.373106929785,,15265.6007751938
2013-01-23 09:45:00,4733.375554148195,6445.281048830272,15001.489222730244,,336.925391294076,,2293.000817661489,20576.418848167537,58033.69639794168,,1474.2505204718946,,,1650.5535617183252,,,4000.0000000000014,,,6155.782994560551,,3873.8314185814174,2604.0,25599.613855763768,,,5469.180806322629,8733.08636258393,9148.28292722376,,15319.769036009002
2013-01-23 10:55:00,4727.517416086131,6430.879258910347,14986.675375571524,,336.6132065442089,,2293.9452166802944,20707.112565445026,57836.269296741,,1466.3615544760582,,,1646.1544317563894,,,3989.5348837209294,,,6143.2018322359,,3868.033716283716,2598.0,25501.979935642627,,,5453.150966992869,8698.05510534846,9135.912024009123,,15265.6007751938
2013-01-23 13:55:00,4723.611990711421,6429.919139582354,14976.799477465707,,336.55467190360883,,2293.000817661489,20680.97382198953,57816.52658662093,,1464.3893129770993,,,1646.1544317563894,,,3991.860465116279,,,6134.215287718293,,3862.236013986014,2594.0,25472.689759606284,,,5447.139777244211,8726.904376012966,9117.355669187167,,15270.525162540634
2013-01-23 14:55:00,4724.588347055098,6424.1584236143835,14971.861528412805,,336.447358395842,,2293.000817661489,20680.97382198953,57875.75471698112,,1463.4031922276197,,,1661.111473626971,,,3995.348837209303,,,6143.2018322359,,3915.381618381618,2589.0,25501.979935642627,,,5448.1416422023185,8718.661727251678,9125.602937996928,,15309.920261315327
2013-01-24 09:45:00,4712.872070930969,6389.594127806563,14961.98563030699,,334.2815766936389,,2291.112019623876,20696.657068062832,57846.140651801026,,1468.3337959750174,,,1653.1930396954867,,,3961.627906976744,,,6118.039507586602,,3929.875874125874,2568.0,25492.21654363052,,,5465.17334649019,8708.358416300069,9080.242959543259,,15304.995873968492
2013-01-24 10:55:00,4711.895714587292,6387.673889150573,14942.233834095363,,334.31084401393895,,2289.223221586263,20633.92408376964,57757.29845626072,,1463.4031922276197,,,1648.7939097335513,,,3939.5348837209294,,,6092.877182937304,,3921.17932067932,2537.0,25170.024607230742,,,5459.16215674153,8646.538550590414,9018.388443470078,,15260.676387846961
2013-01-24 13:55:00,4708.966645556259,6385.753650494583,14942.233834095363,,334.29133246707227,,2286.390024529845,20660.06282722513,57747.42710120069,,1460.4448299791811,,,1646.1544317563894,,,3936.046511627907,,,6085.6879473232175,,3914.4153346653343,2532.0,25126.089343176227,,,5466.175211448301,8652.72053716138,9014.264809065198,,15260.676387846961
2013-01-24 14:55:00,4707.013932868905,6353.109593342754,14947.17178314827,,333.3450224440376,,2286.390024529845,20696.657068062832,57737.555746140664,,1447.6252602359473,,,1641.755301794453,,,3916.279069767441,,,6049.7417692527915,,3900.8873626373625,2498.0,25126.089343176227,,,5452.1491020347585,8757.814308867793,8975.090282218851,,15231.13006376594
2013-01-25 09:45:00,4726.541059742453,6300.30303030303,14947.17178314827,,331.28655424960135,,2286.390024529845,20879.62827225131,57875.48588007737,,1451.5697432338654,,,1647.0342577487766,,,3947.674418604651,,,6067.714858288005,,3925.044455544456,2513.0,25150.497823206508,,,5445.136047327989,8813.452188006482,9026.635712279834,,15373.937296824206
2013-01-25 10:55:00,4739.23369221026,6293.582195007066,14947.17178314827,,331.22801960900125,,2285.4456255110385,20827.350785340313,58013.21438633628,,1449.5975017349062,,,1655.8325176726482,,,3947.674418604651,,,6076.701402805612,,3926.0107392607392,2510.0,25199.314783267084,,,5456.156561867199,8815.512850196805,9026.635712279834,,15364.088522130533
2013-01-25 13:55:00,4730.4464851171615,6304.14350761501,14952.109732201177,,331.57922745260174,,2285.4456255110385,20822.123036649213,57964.025634100944,,1449.5975017349062,,,1652.3132137030993,,,3941.860465116279,,,6067.714858288005,,3939.538711288711,2518.0,25160.261215218627,,,5440.12672253744,8813.452188006482,9016.326626267635,,15364.088522130533
2013-01-25 14:55:00,4726.541059742453,6313.744700894958,14952.109732201177,,331.77434292126867,,2285.4456255110385,20816.89528795812,57924.674632312686,,1447.6252602359473,,,1654.0728656878741,,,3945.348837209303,,,6055.1336959633545,,3946.302697302697,2515.0,25135.852735188346,,,5435.117397746889,8831.99814771938,9016.326626267635,,15364.088522130533
2013-01-28 09:45:00,4740.210048553937,6246.536347935313,14927.419986936644,,330.14512875789984,,2286.390024529845,20743.706806282724,57737.75737381848,,1462.4170714781399,,,1647.0342577487766,,,3986.046511627907,,,6058.728313770398,,3940.5049950049947,2524.0,25067.50899110354,,,5400.052124213038,8811.391525816161,9045.192067101789,,15403.483620905225
2013-01-28 10:55:00,4733.375554148195,6255.177421887267,14917.54408883083,,330.096349890733,,2283.556827473426,20748.934554973817,57708.244122477285,,1464.3893129770993,,,1647.0342577487766,,,3982.558139534884,,,6047.94446034927,,3939.538711288711,2512.0,25087.03577512777,,,5352.964471181867,8805.209539245196,9012.20299186276,,15388.710458864714
2013-01-28 13:55:00,4731.42284146084,6245.576228607317,14912.606139777925,,329.9792806095328,,2283.556827473426,20743.706806282724,57678.730871136104,,1468.3337959750174,,,1649.673735725938,,,3977.9069767441856,,,6029.971371314056,,3938.572427572427,2505.0,25038.2188150672,,,5344.9495515169865,8871.150729335493,8987.461185433485,,15364.088522130533
2013-01-28 14:55:00,4739.23369221026,6249.416705919297,14897.792292619204,,330.37926732030013,,2286.390024529845,20790.756544502616,57708.244122477285,,1475.236641221374,,,1651.4333877107126,,,3995.348837209303,,,6051.539078156314,,3942.437562437562,2520.0,25077.272383115655,,,5344.9495515169865,8887.636026858068,9024.573895077396,,15364.088522130533
2013-01-29 09:45:00,4745.091830272324,6229.254200031402,14887.916394513391,,330.0085479298328,,2289.223221586263,20905.76701570681,57895.16138097151,,1473.264399722415,,,1663.7509516041328,,,3988.372093023256,,,6047.94446034927,,3931.8084415584412,2527.0,25253.01343933372,,,5361.981255804857,8906.181986570964,9001.893905850562,,15398.559233558388
2013-01-29 10:55:00,4735.32826683555,6233.0946773433825,14882.978445460483,,330.13537298446636,,2288.278822567457,20900.5392670157,57777.10837560673,,1470.3060374739764,,,1661.9912996193584,,,3983.720930232558,,,6040.755224735184,,3929.875874125874,2525.0,25218.841567291307,,,5358.975660930527,8893.818013429034,8987.461185433485,,15354.23974743686
2013-01-29 13:55:00,4735.32826683555,6235.0149159993725,14878.040496407575,,330.3987788671668,,2288.278822567457,21208.976439790567,57777.10837560673,,1469.3199167244968,,,1660.231647634584,,,3981.3953488372094,,,6029.971371314056,,3929.875874125874,2520.0,25262.776831345825,,,5366.990580595408,8910.30331095161,8977.152099421288,,15378.86168417104
2013-01-29 14:55:00,4735.32826683555,6258.057779871251,14892.8543435663,,330.9158348591342,,2288.278822567457,21412.858638743448,57993.53888544214,,1468.3337959750174,,,1666.3904295812945,,,3979.069767441861,,,6028.174062410535,,3933.741008991009,2520.0,25379.9375354912,,,5360.979390846747,8928.849270664505,8970.96664781397,,15403.483620905225
2013-01-30 09:45:00,4749.973611990711,6288.781598367091,14917.420477457963,,331.01339259346764,,2289.223221586263,21344.89790575916,58387.0489033247,,1476.8036020335205,,,1672.5492115280044,,,4013.953488372093,,,6056.931004866878,,3968.527222777223,2530.0,25628.904031800117,,,5398.0483942968185,8947.395230377402,8983.337551028606,,15648.061004533445
2013-01-30 10:55:00,4746.068186616001,6285.901240383106,14922.327523667656,,330.9938810466008,,2287.334423548651,21334.442408376963,58426.39990511296,,1474.0189315080015,,,1677.8281674823277,,,4024.4186046511627,,,6067.714858288005,,3981.088911088911,2531.0,25575.205375733487,,,5421.091288333349,8930.909932854827,9012.20299186276,,15623.603266170618
2013-01-30 13:55:00,4751.926324678066,6288.781598367091,14956.676847135483,,331.3841119839348,,2287.334423548651,21334.442408376963,58367.373402430574,,1475.8753785250146,,,1676.068515497553,,,4047.674418604651,,,6069.512167191526,,3983.021478521479,2537.0,25560.560287715318,,,5418.085693459018,8939.152581616114,9012.20299186276,,15608.928623152931
2013-01-30 14:55:00,4759.7371754274845,6286.861359711101,14937.048662296724,,331.5206928120017,,2292.056418642682,21350.125654450258,58367.373402430574,,1474.0189315080015,,,1674.3088635127785,,,4060.465116279071,,,6071.309476095048,,3991.7180319680324,2538.0,25604.49555176983,,,5403.057719087368,8941.213243806436,9018.388443470078,,15618.71171849806
2013-01-31 09:45:00,4775.358876926324,6390.554247134558,14966.490939554866,,333.6767187407714,,2291.112019623876,21381.747033137333,58701.85691763075,,1483.3011665930646,,,1662.8711256117456,,,4106.976744186047,,,6125.228743200687,,3985.9203296703295,2548.0,25731.41964792732,,,5443.132317411769,8992.729798564482,9088.490228353015,,15736.108862639605
2013-01-31 10:55:00,4754.855393709098,6389.594127806563,14966.490939554866,,333.35477821747094,,2290.1676206050697,21350.295578810576,58573.96616181891,,1486.0858371185834,,,1661.111473626971,,,4094.186046511628,,,6096.471800744344,,3977.2237762237764,2542.0,25682.602687866744,,,5440.12672253744,8949.455892567723,9071.995690733502,,15667.627195223702
2013-01-31 13:55:00,4749.973611990711,6403.035798398492,14966.490939554866,,333.39380131120436,,2291.112019623876,21350.295578810576,58603.479413160116,,1476.8036020335205,,,1661.111473626971,,,4090.697674418605,,,6141.4045233323795,,3977.2237762237764,2544.0,25624.022335794056,,,5452.1491020347585,8926.788608474184,9104.984765972531,,15765.458148674988
2013-01-31 14:55:00,4749.973611990711,6402.075679070498,14976.305031974243,,333.4523359518044,,2291.112019623876,21324.086033538282,58731.370168971924,,1474.9471550165078,,,1674.3088635127785,,,4096.511627906977,,,6150.391067849985,,3985.9203296703295,2542.0,25687.484383872797,,,5452.1491020347585,8941.213243806436,9111.170217579853,,15819.265173073198
2013-02-01 09:45:00,4741.193662553689,6298.382791647041,14956.676847135483,,330.2329307187999,,2291.112019623876,21376.50512408287,58583.803912265976,,1478.6600490505332,,,1676.9483414899405,,,4073.255813953489,,,6171.9587746922425,,3987.852897102897,2532.0,25633.785727806167,,,5475.191996071289,8939.152581616114,9123.541120794489,,15750.783505657295
2013-02-01 10:55:00,4739.2373210382975,6288.781598367091,14922.327523667656,,330.2134191719332,,2289.223221586263,21523.278577607714,58613.31716360718,,1474.0189315080015,,,1677.8281674823277,,,4056.9767441860467,,,6162.972230174635,,4003.313436563437,2509.0,25707.011167897028,,,5480.20132086184,8984.487149803195,9115.29385198473,,15726.325767294473
